0.00000000e+000	1.26056309e-005	1.24613205e-005	-1.90195189e-006	
4.03574302e-003	1.61916225e-002	1.59909113e-002	-2.54153391e-003	
8.07148604e-003	9.68785716e-004	9.50760879e-004	-1.86009448e-004	
1.21072291e-002	7.06383330e-004	6.81816084e-004	-1.84673325e-004	
1.61429721e-002	5.93680244e-004	5.66145241e-004	-1.78705898e-004	
2.01787151e-002	4.66389417e-004	4.45145573e-004	-1.39156412e-004	
2.42144581e-002	4.15088714e-004	3.97834511e-004	-1.18432860e-004	
2.82502011e-002	3.34243026e-004	3.23341509e-004	-8.46679928e-005	
3.22859441e-002	2.91825554e-004	2.84581217e-004	-6.46195399e-005	
3.63216872e-002	2.69962518e-004	2.64009989e-004	-5.63780703e-005	
4.03574302e-002	2.22120850e-004	2.18024191e-004	-4.24632100e-005	
4.43931732e-002	1.68287659e-004	1.66148566e-004	-2.67467778e-005	
4.84289162e-002	1.44543393e-004	1.42936008e-004	-2.14962821e-005	
5.24646592e-002	1.19476033e-004	1.18374065e-004	-1.61895997e-005	
5.65004023e-002	1.01588435e-004	1.00729631e-004	-1.31814832e-005	
6.05361453e-002	8.40218389e-005	8.34019448e-005	-1.01874929e-005	
6.45718883e-002	7.61926841e-005	7.56713257e-005	-8.89806597e-006	
6.86076313e-002	6.92197852e-005	6.87831865e-005	-7.76221082e-006	
7.26433743e-002	6.09434925e-005	6.05822558e-005	-6.62567427e-006	
7.66791174e-002	5.21927703e-005	5.19033464e-005	-5.48888962e-006	
8.07148604e-002	4.71822682e-005	4.69396209e-005	-4.77895621e-006	
8.47506034e-002	4.27314682e-005	4.25190209e-005	-4.25572977e-006	
8.87863464e-002	3.81997077e-005	3.80179175e-005	-3.72231428e-006	
9.28220894e-002	3.30713363e-005	3.29247296e-005	-3.11054097e-006	
9.68578324e-002	2.85780059e-005	2.84565457e-005	-2.63199984e-006	
1.00893575e-001	2.57376580e-005	2.56312308e-005	-2.33817168e-006	
1.04929318e-001	2.28973610e-005	2.28059159e-005	-2.04434352e-006	
