0.00000000e+000	4.86047523e-005	
4.04068509e-003	5.70598959e-002	
8.08137018e-003	5.45419092e-002	
1.21220553e-002	5.12868605e-002	
1.61627404e-002	4.20805483e-003	
2.02034255e-002	3.56375133e-003	
2.42441105e-002	3.01295109e-003	
2.82847956e-002	2.53684854e-003	
3.23254807e-002	2.01392494e-003	
3.63661658e-002	1.57336368e-003	
4.04068509e-002	1.13943807e-003	
4.44475360e-002	9.16371912e-004	
4.84882211e-002	6.89369313e-004	
5.25289062e-002	5.10016979e-004	
5.65695913e-002	3.94363700e-004	
6.06102764e-002	3.27278415e-004	
6.46509615e-002	2.68051943e-004	
6.86916466e-002	2.24012637e-004	
7.27323316e-002	1.93440817e-004	
7.67730167e-002	1.62939245e-004	
8.08137018e-002	1.35918359e-004	
8.48543869e-002	1.18701131e-004	
8.88950720e-002	9.75946349e-005	
9.29357571e-002	8.44625383e-005	
9.69764422e-002	7.63502687e-005	
1.01017127e-001	6.77133327e-005	
1.05057812e-001	5.98580373e-005	
1.09098497e-001	5.36045888e-005	
1.13139183e-001	4.80682430e-005	
1.17179868e-001	4.39639518e-005	
1.21220553e-001	3.98638931e-005	
1.25261238e-001	3.62026748e-005	
1.29301923e-001	3.30483223e-005	
1.33342608e-001	2.97263112e-005	
1.37383293e-001	2.68080580e-005	
1.41423978e-001	2.46275181e-005	
1.45464663e-001	2.25482035e-005	
1.49505348e-001	2.11133165e-005	
1.53546033e-001	1.96828198e-005	
1.57586719e-001	1.82641810e-005	
1.61627404e-001	1.68455843e-005	
1.65668089e-001	1.57646133e-005	
1.69708774e-001	1.47469590e-005	
1.73749459e-001	1.37959340e-005	
1.77790144e-001	1.28982628e-005	
1.81830829e-001	1.20807277e-005	
1.85871514e-001	1.14103460e-005	
1.89912199e-001	1.07615910e-005	
1.93952884e-001	1.01401505e-005	
1.97993569e-001	9.58385945e-006	
2.02034255e-001	9.06057386e-006	
2.06074940e-001	8.53067347e-006	
2.10115625e-001	8.09410036e-006	
2.14156310e-001	7.69549580e-006	
2.18196995e-001	7.29304836e-006	
2.22237680e-001	6.88708192e-006	
2.26278365e-001	6.50609201e-006	
2.30319050e-001	6.18612225e-006	
2.34359735e-001	5.89347838e-006	
2.38400420e-001	5.61827421e-006	
2.42441105e-001	5.33943577e-006	
2.46481791e-001	5.09751455e-006	
2.50522476e-001	4.86857559e-006	
2.54563161e-001	4.65396601e-006	
2.58603846e-001	4.47942711e-006	
2.62644531e-001	4.31269184e-006	
2.66685216e-001	4.14944339e-006	
2.70725901e-001	3.98538429e-006	
2.74766586e-001	3.81473514e-006	
2.78807271e-001	3.66283829e-006	
2.82847956e-001	3.53320816e-006	
2.86888641e-001	3.39919211e-006	
2.90929327e-001	3.26689222e-006	
2.94970012e-001	3.13163887e-006	
2.99010697e-001	3.02386877e-006	
3.03051382e-001	2.91851975e-006	
3.07092067e-001	2.81422410e-006	
3.11132752e-001	2.73041646e-006	
3.15173437e-001	2.65448069e-006	
3.19214122e-001	2.57858871e-006	
3.23254807e-001	2.49320807e-006	
3.27295492e-001	2.40592159e-006	
3.31336177e-001	2.32959000e-006	
3.35376863e-001	2.26284668e-006	
3.39417548e-001	2.19100994e-006	
3.43458233e-001	2.13166224e-006	
3.47498918e-001	2.07580657e-006	
3.51539603e-001	2.01806101e-006	
3.55580288e-001	1.95941182e-006	
3.59620973e-001	1.90601275e-006	
3.63661658e-001	1.84883822e-006	
3.67702343e-001	1.79969445e-006	
3.71743028e-001	1.75472765e-006	
3.75783713e-001	1.70977111e-006	
3.79824399e-001	1.66469389e-006	
3.83865084e-001	1.61865050e-006	
3.87905769e-001	1.57481208e-006	
3.91946454e-001	1.53848121e-006	
3.95987139e-001	1.50529360e-006	
4.00027824e-001	1.47213658e-006	
