0.00000000e+000	1.50674284e-008	-1.47621689e-008	3.01757622e-009	
4.04040404e-003	2.76163749e-008	-2.60821116e-008	9.07676253e-009	
8.08080808e-003	4.47898967e-008	-4.09364858e-008	1.81752299e-008	
1.21212121e-002	5.29021462e-008	-4.61099696e-008	2.59327550e-008	
1.61616162e-002	7.17233517e-008	-5.88769719e-008	4.09602411e-008	
2.02020202e-002	8.09952337e-008	-7.22989192e-008	3.65115621e-008	
2.42424242e-002	1.03790543e-007	-1.03571116e-007	-6.74542610e-009	
2.82828283e-002	1.33021005e-007	-1.31810329e-007	-1.79060015e-008	
3.23232323e-002	8.57146779e-004	8.55354152e-004	5.54064512e-005	
3.63636364e-002	2.23960255e-005	-2.23240104e-005	-1.79458041e-006	
4.04040404e-002	1.32646159e-005	-1.32286663e-005	-9.75920935e-007	
4.44444444e-002	8.51215628e-006	-8.49438366e-006	-5.49773318e-007	
4.84848485e-002	3.50413894e-006	-3.50001086e-006	-1.70040146e-007	
5.25252525e-002	2.90575317e-006	-2.90316636e-006	-1.22582824e-007	
5.65656566e-002	1.70875789e-006	-1.70798137e-006	-5.15091359e-008	
6.06060606e-002	1.03353063e-006	-1.03338357e-006	-1.74348171e-008	
6.46464646e-002	6.83793379e-007	-6.83783235e-007	-3.72473896e-009	
6.86868687e-002	6.83793379e-007	-6.83783235e-007	-3.72473896e-009	
7.27272727e-002	4.00423798e-007	-4.00420329e-007	1.66669060e-009	
7.67676768e-002	4.00423798e-007	-4.00420329e-007	1.66669060e-009	
8.08080808e-002	2.64797353e-007	-2.64766454e-007	4.04513391e-009	
8.48484848e-002	2.64797353e-007	-2.64766454e-007	4.04513391e-009	
8.88888889e-002	1.40775542e-007	-1.40722705e-007	3.85658932e-009	
9.29292929e-002	1.40775542e-007	-1.40722705e-007	3.85658932e-009	
9.69696970e-002	1.40775542e-007	-1.40722705e-007	3.85658932e-009	
1.01010101e-001	1.40775542e-007	-1.40722705e-007	3.85658932e-009	
1.05050505e-001	7.84630820e-008	-7.84155914e-008	2.72951629e-009	
1.09090909e-001	7.84630820e-008	-7.84155914e-008	2.72951629e-009	
1.13131313e-001	7.45553022e-008	-7.44996602e-008	2.87988077e-009	
1.17171717e-001	7.45553022e-008	-7.44996602e-008	2.87988077e-009	
