0.00000000e+000	4.69422936e-005	4.64052774e-005	-7.08019516e-006	
4.04264408e-003	5.48663918e-002	5.42743701e-002	-8.03826504e-003	
8.08528815e-003	5.19203094e-002	5.14464006e-002	-6.99902854e-003	
1.21279322e-002	4.79800632e-002	4.76836690e-002	-5.32486383e-003	
1.61705763e-002	4.32418587e-002	4.31466144e-002	-2.86844941e-003	
2.02132204e-002	3.81186153e-002	3.81013267e-002	1.14792656e-003	
2.42558645e-002	3.54784415e-002	3.48141696e-002	6.83325694e-003	
2.82985085e-002	1.72911148e-003	1.72874479e-003	3.56087402e-005	
3.23411526e-002	2.97447187e-003	2.97089974e-003	1.45731276e-004	
3.63837967e-002	3.03189158e-003	3.02895054e-003	1.33510976e-004	
4.04264408e-002	1.94827724e-003	1.94745743e-003	5.65135260e-005	
4.44690848e-002	1.36262959e-003	1.36234424e-003	2.78851960e-005	
4.85117289e-002	9.41356291e-004	9.41321449e-004	8.09918298e-006	
5.25543730e-002	6.83945261e-004	6.83945125e-004	-4.30629285e-007	
5.65970171e-002	5.14059368e-004	5.14041409e-004	-4.29699010e-006	
6.06396611e-002	3.88956812e-004	3.88897418e-004	-6.79707529e-006	
6.46823052e-002	3.08296951e-004	3.08220769e-004	-6.85329267e-006	
6.87249493e-002	2.49135620e-004	2.49040015e-004	-6.90130947e-006	
7.27675934e-002	2.07571357e-004	2.07468938e-004	-6.51981096e-006	
7.68102374e-002	1.70662919e-004	1.70551915e-004	-6.15436733e-006	
8.08528815e-002	1.47479261e-004	1.47369478e-004	-5.68941981e-006	
8.48955256e-002	1.25074577e-004	1.24969813e-004	-5.11816036e-006	
8.89381697e-002	1.07704576e-004	1.07605137e-004	-4.62711486e-006	
9.29808137e-002	9.50391142e-005	9.49457763e-005	-4.21103118e-006	
9.70234578e-002	8.26770862e-005	8.25889414e-005	-3.81671851e-006	
1.01066102e-001	7.31470076e-005	7.30641725e-005	-3.48014618e-006	
1.05108746e-001	6.36214213e-005	6.35436908e-005	-3.14398061e-006	
1.09151390e-001	5.78928109e-005	5.78197402e-005	-2.90778186e-006	
1.13194034e-001	5.18809195e-005	5.18118863e-005	-2.67548930e-006	
1.17236678e-001	4.67925437e-005	4.67280639e-005	-2.45564559e-006	
1.21279322e-001	4.22158538e-005	4.21562773e-005	-2.24200852e-006	
1.25321966e-001	3.78834594e-005	3.78277869e-005	-2.05305574e-006	
1.29364610e-001	3.48895572e-005	3.48370543e-005	-1.91333480e-006	
1.33407255e-001	3.21420701e-005	3.20926700e-005	-1.78134880e-006	
1.37449899e-001	2.93757737e-005	2.93295728e-005	-1.64688794e-006	
1.41492543e-001	2.71094441e-005	2.70661304e-005	-1.53184313e-006	
1.45535187e-001	2.48211050e-005	2.47806488e-005	-1.41657982e-006	
1.49577831e-001	2.27976551e-005	2.27597274e-005	-1.31449002e-006	
1.53620475e-001	2.11402587e-005	2.11045184e-005	-1.22875628e-006	
1.57663119e-001	1.96725458e-005	1.96388496e-005	-1.15093344e-006	
1.61705763e-001	1.82892528e-005	1.82574790e-005	-1.07760380e-006	
1.65748407e-001	1.70317486e-005	1.70018405e-005	-1.00890086e-006	
1.69791051e-001	1.58887400e-005	1.58605172e-005	-9.46601588e-007	
