0.00000000e+000	3.43823288e-005	3.39891011e-005	-5.18512709e-006	
4.03836641e-003	4.00938805e-002	3.96597751e-002	-5.88400282e-003	
8.07673281e-003	3.78462238e-002	3.74909386e-002	-5.17360420e-003	
1.21150992e-002	3.16634817e-003	-2.90903957e-003	1.25029979e-003	
1.61534656e-002	2.47429261e-003	-2.29352119e-003	9.28377330e-004	
2.01918320e-002	1.96701364e-003	-1.87308947e-003	6.00565141e-004	
2.42301984e-002	1.51273476e-003	-1.48795234e-003	2.72698126e-004	
2.82685648e-002	1.18268073e-003	-1.17955297e-003	8.59563315e-005	
3.23069312e-002	8.49162177e-004	-8.48638661e-004	2.98131759e-005	
3.63452976e-002	6.51748689e-004	-6.51594893e-004	1.41580133e-005	
4.03836641e-002	4.90487766e-004	-4.90442363e-004	6.67356068e-006	
4.44220305e-002	3.94910688e-004	-3.94906497e-004	-1.81942896e-006	
4.84603969e-002	3.05946417e-004	-3.05941849e-004	-1.67180652e-006	
5.24987633e-002	2.00439358e-004	-2.00435803e-004	1.19373064e-006	
5.65371297e-002	1.59209515e-004	-1.59202785e-004	1.46388071e-006	
6.05754961e-002	1.18525996e-004	-1.18521525e-004	1.02943710e-006	
6.46138625e-002	9.89459378e-005	-9.89381215e-005	1.24367086e-006	
6.86522289e-002	8.19265419e-005	-8.19013157e-005	2.03291636e-006	
7.26905953e-002	6.71463030e-005	-6.71239045e-005	1.73420137e-006	
7.67289617e-002	5.25113547e-005	-5.24930185e-005	1.38758233e-006	
8.07673281e-002	4.76616060e-005	-4.76401089e-005	1.43133026e-006	
8.48056945e-002	4.27801081e-005	-4.27547953e-005	1.47143578e-006	
8.88440609e-002	3.60920414e-005	-3.60728052e-005	1.17820809e-006	
9.28824273e-002	3.18072913e-005	-3.17893000e-005	1.06966695e-006	
9.69207937e-002	2.74031759e-005	-2.73853658e-005	9.87819032e-007	
1.00959160e-001	2.45759313e-005	-2.45574318e-005	9.53385209e-007	
1.04997527e-001	2.16520923e-005	-2.16340036e-005	8.84865424e-007	
1.09035893e-001	1.92749090e-005	-1.92572940e-005	8.23859920e-007	
1.13074259e-001	1.69732506e-005	-1.69568108e-005	7.46860620e-007	
1.17112626e-001	1.53130252e-005	-1.52981652e-005	6.74448440e-007	
1.21150992e-001	1.36648501e-005	-1.36511799e-005	6.11077570e-007	
1.25189359e-001	1.19625397e-005	-1.19498953e-005	5.49870634e-007	
1.29227725e-001	1.12774659e-005	-1.12645863e-005	5.38825266e-007	
1.33266091e-001	1.02882956e-005	-1.02762187e-005	4.98352867e-007	
1.37304458e-001	9.41137970e-006	-9.39987679e-006	4.65171235e-007	
1.41342824e-001	8.71016764e-006	-8.69907007e-006	4.39545453e-007	
1.45381191e-001	7.95115578e-006	-7.94072583e-006	4.07125863e-007	
1.49419557e-001	7.33767761e-006	-7.32780086e-006	3.80588025e-007	
1.53457923e-001	6.68783912e-006	-6.67867163e-006	3.50053325e-007	
1.57496290e-001	6.05832331e-006	-6.04993929e-006	3.18615624e-007	
1.61534656e-001	5.63411554e-006	-5.62607741e-006	3.00850265e-007	
1.65573023e-001	5.34836381e-006	-5.34048967e-006	2.90112841e-007	
1.69611389e-001	5.04499962e-006	-5.03737922e-006	2.77185415e-007	
1.73649755e-001	4.71215628e-006	-4.70496995e-006	2.60143443e-007	
1.77688122e-001	4.36014928e-006	-4.35343585e-006	2.41863744e-007	
1.81726488e-001	3.99949068e-006	-3.99326194e-006	2.23125108e-007	
1.85764855e-001	3.77741391e-006	-3.77144784e-006	2.12219378e-007	
1.89803221e-001	3.54117657e-006	-3.53551574e-006	2.00149775e-007	
1.93841587e-001	3.32104067e-006	-3.31567002e-006	1.88794731e-007	
1.97879954e-001	3.10394324e-006	-3.09886919e-006	1.77407398e-007	
2.01918320e-001	2.92545396e-006	-2.92059222e-006	1.68588042e-007	
2.05956687e-001	2.72785719e-006	-2.72329585e-006	1.57685003e-007	
2.09995053e-001	2.53612527e-006	-2.53185935e-006	1.47036065e-007	
2.14033419e-001	2.37685742e-006	-2.37284288e-006	1.38086340e-007	
2.18071786e-001	2.24028724e-006	-2.23647751e-006	1.30595893e-007	
2.22110152e-001	2.14113798e-006	-2.13745451e-006	1.25539162e-007	
2.26148519e-001	2.01978595e-006	-2.01629116e-006	1.18765430e-007	
2.30186885e-001	1.90854006e-006	-1.90521543e-006	1.12602511e-007	
2.34225252e-001	1.79381183e-006	-1.79066378e-006	1.06226729e-007	
2.38263618e-001	1.67648335e-006	-1.67352243e-006	9.95946023e-008	
2.42301984e-001	1.57553864e-006	-1.57273982e-006	9.38693032e-008	
2.46340351e-001	1.49625365e-006	-1.49358327e-006	8.93532123e-008	
2.50378717e-001	1.42749756e-006	-1.42494274e-006	8.53666306e-008	
2.54417084e-001	1.35907439e-006	-1.35663394e-006	8.14097074e-008	
2.58455450e-001	1.29930130e-006	-1.29694448e-006	7.82234289e-008	
2.62493816e-001	1.22945564e-006	-1.22721535e-006	7.41866619e-008	
2.66532183e-001	1.15761216e-006	-1.15549493e-006	6.99812077e-008	
2.70570549e-001	1.09251017e-006	-1.09050702e-006	6.61281155e-008	
2.74608916e-001	1.02728689e-006	-1.02539861e-006	6.22579825e-008	
2.78647282e-001	9.76077259e-007	-9.74273306e-007	5.93155952e-008	
2.82685648e-001	9.28942407e-007	-9.27221416e-007	5.65193778e-008	
2.86724015e-001	8.81936298e-007	-8.80298245e-007	5.37273998e-008	
2.90762381e-001	8.44427518e-007	-8.42853135e-007	5.15405363e-008	
2.94800748e-001	7.96647400e-007	-7.95159732e-007	4.86629428e-008	
