0.00000000e+000	4.86049017e-005	
4.04040404e-003	4.67680807e-005	
8.08080808e-003	4.40474065e-005	
1.21212121e-002	4.03208260e-005	
1.61616162e-002	3.60343592e-005	
2.02020202e-002	3.13549023e-005	
2.42424242e-002	2.53902712e-005	
2.82828283e-002	1.68401478e-005	
3.23232323e-002	1.98557483e-003	
3.63636364e-002	4.24198345e-003	
4.04040404e-002	2.63566166e-003	
4.44444444e-002	1.64042244e-003	
4.84848485e-002	1.08830041e-003	
5.25252525e-002	7.72765126e-004	
5.65656566e-002	5.72466320e-004	
6.06060606e-002	4.28857269e-004	
6.46464646e-002	3.32088174e-004	
6.86868687e-002	2.77599403e-004	
7.27272727e-002	2.28144667e-004	
7.67676768e-002	1.88970599e-004	
8.08080808e-002	1.55855381e-004	
8.48484848e-002	1.31197420e-004	
8.88888889e-002	1.12758246e-004	
9.29292929e-002	1.01469369e-004	
9.69696970e-002	9.01807692e-005	
1.01010101e-001	7.88925661e-005	
1.05050505e-001	6.96867045e-005	
1.09090909e-001	6.18178354e-005	
1.13131313e-001	5.55698992e-005	
1.17171717e-001	5.01360104e-005	
1.21212121e-001	4.58966719e-005	
1.25252525e-001	4.20877599e-005	
1.29292929e-001	3.82788791e-005	
1.33333333e-001	3.44700399e-005	
1.37373737e-001	3.17814824e-005	
1.41414141e-001	2.92397929e-005	
1.45454545e-001	2.66981171e-005	
1.49494949e-001	2.41759123e-005	
1.53535354e-001	2.22972941e-005	
1.57575758e-001	2.04526258e-005	
1.61616162e-001	1.89501537e-005	
1.65656566e-001	1.75290610e-005	
1.69696970e-001	1.65916356e-005	
1.73737374e-001	1.56542116e-005	
1.77777778e-001	1.47167892e-005	
1.81818182e-001	1.38165089e-005	
1.85858586e-001	1.30064202e-005	
1.89898990e-001	1.21963326e-005	
1.93939394e-001	1.13862464e-005	
1.97979798e-001	1.06841014e-005	
2.02020202e-001	1.01280470e-005	
2.06060606e-001	9.57199311e-006	
2.10101010e-001	9.01593981e-006	
2.14141414e-001	8.52067705e-006	
2.18181818e-001	8.07100191e-006	
2.22222222e-001	7.62132710e-006	
2.26262626e-001	7.17165267e-006	
2.30303030e-001	6.85359815e-006	
2.34343434e-001	6.59279308e-006	
2.38383838e-001	6.33198813e-006	
2.42424242e-001	6.07118331e-006	
2.46464646e-001	5.81408280e-006	
2.50505051e-001	5.55739108e-006	
2.54545455e-001	5.28480202e-006	
2.58585859e-001	5.01032758e-006	
2.62626263e-001	4.82254416e-006	
2.66666667e-001	4.63732203e-006	
2.70707071e-001	4.45209996e-006	
2.74747475e-001	4.27056659e-006	
2.78787879e-001	4.12784528e-006	
2.82828283e-001	3.98512401e-006	
2.86868687e-001	3.84240277e-006	
2.90909091e-001	3.70646780e-006	
2.94949495e-001	3.59240838e-006	
2.98989899e-001	3.47834899e-006	
3.03030303e-001	3.36428962e-006	
3.07070707e-001	3.24811577e-006	
3.11111111e-001	3.12883335e-006	
3.15151515e-001	3.01392449e-006	
3.19191919e-001	2.90336892e-006	
3.23232323e-001	2.80748290e-006	
3.27272727e-001	2.72522420e-006	
3.31313131e-001	2.64270328e-006	
3.35353535e-001	2.55996969e-006	
3.39393939e-001	2.48519692e-006	
3.43434343e-001	2.41464150e-006	
3.47474747e-001	2.34732271e-006	
3.51515152e-001	2.28124360e-006	
3.55555556e-001	2.21591600e-006	
3.59595960e-001	2.15081593e-006	
3.63636364e-001	2.10627110e-006	
3.67676768e-001	2.06518390e-006	
3.71717172e-001	2.01319416e-006	
3.75757576e-001	1.96032350e-006	
3.79797980e-001	1.90536041e-006	
3.83838384e-001	1.85092955e-006	
3.87878788e-001	1.80265548e-006	
3.91919192e-001	1.76462184e-006	
3.95959596e-001	1.72449166e-006	
4.00000000e-001	1.68239933e-006	
