0.00000000e+000	4.86045791e-005	
2.66359039e-002	7.05651797e-004	
5.32718078e-002	1.86025690e-004	
7.99077118e-002	7.27629371e-005	
1.06543616e-001	3.40878538e-005	
1.33179520e-001	1.80846021e-005	
1.59815424e-001	1.08064335e-005	
1.86451327e-001	6.89256188e-006	
2.13087231e-001	4.54526641e-006	
2.39723135e-001	3.17749834e-006	
2.66359039e-001	2.29212536e-006	
2.92994943e-001	1.67349968e-006	
3.19630847e-001	1.26078171e-006	
3.46266751e-001	9.53156506e-007	
3.72902655e-001	7.24816675e-007	
3.99538559e-001	5.73381559e-007	
