0.00000000e+000	4.86049017e-005	
2.50000000e-002	2.39455965e-005	
5.00000000e-002	9.62730874e-004	
7.50000000e-002	2.06108866e-004	
1.00000000e-001	8.17145707e-005	
1.25000000e-001	4.23258161e-005	
1.50000000e-001	2.39410846e-005	
1.75000000e-001	1.53612669e-005	
2.00000000e-001	1.04060742e-005	
2.25000000e-001	7.31217588e-006	
2.50000000e-001	5.58947754e-006	
2.75000000e-001	4.26164650e-006	
3.00000000e-001	3.44983414e-006	
3.25000000e-001	2.77149472e-006	
3.50000000e-001	2.30602326e-006	
3.75000000e-001	1.97025121e-006	
4.00000000e-001	1.68239933e-006	
